"Reporting Area","Current MMWR Year","MMWR WEEK","Label","Current week","Current week, flag","Previous 52 week Max","Previous 52 weeks Max, flag","Cumulative YTD Current MMWR Year","Cumulative YTD Current MMWR Year, flag","Cumulative YTD Previous MMWR Year","Cumulative YTD Previous MMWR Year, flag","LOCATION1","LOCATION2","sort_order","geocode"
"CALIFORNIA","2023","42","Coccidioidomycosis, Confirmed","38","-","204","-","5,561","-","6,021","-","CALIFORNIA",,"20234201529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","42","Coccidioidomycosis, total","38","-","204","-","5,561","-","6,021","-","CALIFORNIA",,"20234201669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","42","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20234204259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","42","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20234204329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","42","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","11","-","165","-","3,457","-","4,770","-","CALIFORNIA",,"20234205869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","43","Campylobacteriosis","169","-","363","-","10,262","-","7,588","-","CALIFORNIA",,"20234301039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","43","Coccidioidomycosis, Confirmed","76","-","204","-","5,786","-","6,150","-","CALIFORNIA",,"20234301529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","43","Coccidioidomycosis, total","76","-","204","-","5,786","-","6,150","-","CALIFORNIA",,"20234301669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","43","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20234304259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","43","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20234304329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","43","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","41","-","166","-","3,648","-","4,883","-","CALIFORNIA",,"20234305869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","44","Campylobacteriosis","137","-","364","-","10,479","-","7,754","-","CALIFORNIA",,"20234401039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","44","Coccidioidomycosis, Confirmed","90","-","203","-","6,058","-","6,325","-","CALIFORNIA",,"20234401529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","44","Coccidioidomycosis, total","90","-","203","-","6,058","-","6,325","-","CALIFORNIA",,"20234401669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","44","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20234404259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","44","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20234404329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","44","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","41","-","166","-","3,802","-","5,003","-","CALIFORNIA",,"20234405869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","45","Campylobacteriosis","74","-","364","-","10,608","-","7,923","-","CALIFORNIA",,"20234501039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","45","Coccidioidomycosis, Confirmed","71","-","203","-","6,272","-","6,473","-","CALIFORNIA",,"20234501529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","45","Coccidioidomycosis, total","71","-","203","-","6,272","-","6,473","-","CALIFORNIA",,"20234501669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","45","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20234504539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","45","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20234504609","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","45","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","36","-","166","-","3,925","-","5,115","-","CALIFORNIA",,"20234506149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","46","Campylobacteriosis","135","-","364","-","10,879","-","8,104","-","CALIFORNIA",,"20234601039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","46","Coccidioidomycosis, Confirmed","30","-","203","-","6,456","-","6,626","-","CALIFORNIA",,"20234601529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","46","Coccidioidomycosis, total","30","-","203","-","6,456","-","6,626","-","CALIFORNIA",,"20234601669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","46","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20234604539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","46","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20234604609","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","46","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","19","-","166","-","4,008","-","5,186","-","CALIFORNIA",,"20234606149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","47","Campylobacteriosis","125","-","364","-","11,076","-","8,267","-","CALIFORNIA",,"20234701039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","47","Coccidioidomycosis, Confirmed","63","-","203","-","6,728","-","6,749","-","CALIFORNIA",,"20234701529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","47","Coccidioidomycosis, total","63","-","203","-","6,728","-","6,749","-","CALIFORNIA",,"20234701669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","47","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20234704539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","47","Measles, Indigenous","1","-","1","-","3","-",,"-","CALIFORNIA",,"20234704609","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","47","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","23","-","168","-","4,102","-","5,259","-","CALIFORNIA",,"20234706149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","48","Campylobacteriosis","198","-","364","-","11,344","-","8,444","-","CALIFORNIA",,"20234801039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","48","Coccidioidomycosis, Confirmed","47","-","213","-","6,968","-","6,923","-","CALIFORNIA",,"20234801529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","48","Coccidioidomycosis, total","47","-","213","-","6,968","-","6,923","-","CALIFORNIA",,"20234801669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","48","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20234804539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","48","Measles, Indigenous",,"-","1","-","3","-",,"-","CALIFORNIA",,"20234804609","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","48","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","32","-","173","-","4,237","-","5,338","-","CALIFORNIA",,"20234806149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","49","Campylobacteriosis","119","-","364","-","11,555","-","8,622","-","CALIFORNIA",,"20234901039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","49","Coccidioidomycosis, Confirmed","59","-","229","-","7,269","-","7,064","-","CALIFORNIA",,"20234901529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","49","Coccidioidomycosis, total","59","-","229","-","7,269","-","7,064","-","CALIFORNIA",,"20234901669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","49","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20234904539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","49","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20234904609","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","49","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","21","-","176","-","4,333","-","5,406","-","CALIFORNIA",,"20234906149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","50","Campylobacteriosis","137","-","365","-","11,748","-","8,763","-","CALIFORNIA",,"20235001039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","50","Coccidioidomycosis, Confirmed","82","-","269","-","7,707","-","7,192","-","CALIFORNIA",,"20235001529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","50","Coccidioidomycosis, total","82","-","269","-","7,707","-","7,192","-","CALIFORNIA",,"20235001669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","50","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20235004259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","50","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20235004329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","50","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","14","-","177","-","4,406","-","5,479","-","CALIFORNIA",,"20235005869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","51","Campylobacteriosis","121","-","365","-","11,900","-","8,910","-","CALIFORNIA",,"20235101039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","51","Coccidioidomycosis, Confirmed","61","-","274","-","7,918","-","7,339","-","CALIFORNIA",,"20235101529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","51","Coccidioidomycosis, total","61","-","274","-","7,918","-","7,339","-","CALIFORNIA",,"20235101669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","51","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20235104259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","51","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20235104329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","51","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","18","-","177","-","4,475","-","5,531","-","CALIFORNIA",,"20235105869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","52","Campylobacteriosis","20","-","365","-","12,033","-","9,058","-","CALIFORNIA",,"20235201039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","52","Coccidioidomycosis, Confirmed","4","-","277","-","8,112","-","7,459","-","CALIFORNIA",,"20235201529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","52","Coccidioidomycosis, total","4","-","277","-","8,112","-","7,459","-","CALIFORNIA",,"20235201669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","52","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20235204259","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","52","Measles, Indigenous",,"-","1","-","2","-",,"-","CALIFORNIA",,"20235204329","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2023","52","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)",,"-","177","-","4,563","-","5,597","-","CALIFORNIA",,"20235205869","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","1","Campylobacteriosis","61","-","365","-","61","-","199","-","CALIFORNIA",,"20240101039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","1","Coccidioidomycosis, Confirmed","39","-","279","-","39","-","138","-","CALIFORNIA",,"20240101529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","1","Coccidioidomycosis, total","39","-","279","-","39","-","138","-","CALIFORNIA",,"20240101669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","1","Measles, Imported",,"-","1","-",,"-",,"-","CALIFORNIA",,"20240104469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","1","Measles, Indigenous",,"-","1","-",,"-",,"-","CALIFORNIA",,"20240104539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","1","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","13","-","177","-","13","-","62","-","CALIFORNIA",,"20240106149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","2","Campylobacteriosis","138","-","365","-","297","-","409","-","CALIFORNIA",,"20240201039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","2","Coccidioidomycosis, Confirmed","64","-","285","-","220","-","339","-","CALIFORNIA",,"20240201529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","2","Coccidioidomycosis, total","64","-","285","-","220","-","339","-","CALIFORNIA",,"20240201669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","2","Measles, Imported",,"-","1","-",,"-",,"-","CALIFORNIA",,"20240204469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","2","Measles, Indigenous",,"-","1","-",,"-",,"-","CALIFORNIA",,"20240204539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","2","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","15","-","177","-","37","-","117","-","CALIFORNIA",,"20240206149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","3","Campylobacteriosis","144","-","365","-","483","-","611","-","CALIFORNIA",,"20240301039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","3","Coccidioidomycosis, Confirmed","70","-","286","-","425","-","471","-","CALIFORNIA",,"20240301529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","3","Coccidioidomycosis, total","70","-","286","-","425","-","471","-","CALIFORNIA",,"20240301669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","3","Measles, Imported",,"-","1","-",,"-",,"-","CALIFORNIA",,"20240304469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","3","Measles, Indigenous",,"-","1","-",,"-",,"-","CALIFORNIA",,"20240304539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","3","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","19","-","177","-","84","-","171","-","CALIFORNIA",,"20240306149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","4","Campylobacteriosis","148","-","365","-","672","-","808","-","CALIFORNIA",,"20240401039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","4","Coccidioidomycosis, Confirmed","52","-","289","-","607","-","618","-","CALIFORNIA",,"20240401529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","4","Coccidioidomycosis, total","52","-","289","-","607","-","618","-","CALIFORNIA",,"20240401669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","4","Measles, Imported",,"-","1","-",,"-",,"-","CALIFORNIA",,"20240404469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","4","Measles, Indigenous",,"-","1","-",,"-",,"-","CALIFORNIA",,"20240404539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","4","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","21","-","177","-","134","-","216","-","CALIFORNIA",,"20240406149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","5","Campylobacteriosis","138","-","364","-","859","-","1,008","-","CALIFORNIA",,"20240501039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","5","Coccidioidomycosis, Confirmed","94","-","290","-","820","-","764","-","CALIFORNIA",,"20240501529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","5","Coccidioidomycosis, total","94","-","290","-","820","-","764","-","CALIFORNIA",,"20240501669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","5","Measles, Imported",,"-","1","-",,"-",,"-","CALIFORNIA",,"20240504469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","5","Measles, Indigenous","1","-","1","-","1","-",,"-","CALIFORNIA",,"20240504539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","5","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","19","-","178","-","184","-","276","-","CALIFORNIA",,"20240506149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","6","Campylobacteriosis","141","-","364","-","1,041","-","1,215","-","CALIFORNIA",,"20240601039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","6","Coccidioidomycosis, Confirmed","82","-","291","-","1,053","-","910","-","CALIFORNIA",,"20240601529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","6","Coccidioidomycosis, total","82","-","291","-","1,053","-","910","-","CALIFORNIA",,"20240601669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","6","Measles, Imported",,"-","1","-",,"-",,"-","CALIFORNIA",,"20240604469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","6","Measles, Indigenous",,"-","2","-","2","-",,"-","CALIFORNIA",,"20240604539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","6","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","14","-","178","-","216","-","338","-","CALIFORNIA",,"20240606149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","7","Campylobacteriosis","152","-","364","-","1,241","-","1,376","-","CALIFORNIA",,"20240701039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","7","Coccidioidomycosis, Confirmed","61","-","293","-","1,207","-","1,031","-","CALIFORNIA",,"20240701529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","7","Coccidioidomycosis, total","61","-","293","-","1,207","-","1,031","-","CALIFORNIA",,"20240701669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","7","Measles, Imported",,"-","1","-",,"-",,"-","CALIFORNIA",,"20240704469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","7","Measles, Indigenous",,"-","2","-","2","-",,"-","CALIFORNIA",,"20240704539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","7","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","16","-","178","-","268","-","393","-","CALIFORNIA",,"20240706149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","8","Campylobacteriosis","129","-","365","-","1,437","-","1,528","-","CALIFORNIA",,"20240801039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","8","Coccidioidomycosis, Confirmed","85","-","297","-","1,418","-","1,147","-","CALIFORNIA",,"20240801529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","8","Coccidioidomycosis, total","85","-","297","-","1,418","-","1,147","-","CALIFORNIA",,"20240801669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","8","Measles, Imported",,"-","1","-",,"-",,"-","CALIFORNIA",,"20240804469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","8","Measles, Indigenous",,"-","2","-","2","-",,"-","CALIFORNIA",,"20240804539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","8","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","15","-","178","-","328","-","456","-","CALIFORNIA",,"20240806149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","9","Campylobacteriosis","154","-","364","-","1,656","-","1,695","-","CALIFORNIA",,"20240901039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2024","9","Coccidioidomycosis, Confirmed","79","-","298","-","1,600","-","1,305","-","CALIFORNIA",,"20240901529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2024","9","Coccidioidomycosis, total","79","-","298","-","1,600","-","1,305","-","CALIFORNIA",,"20240901669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2024","9","Measles, Imported",,"-","1","-",,"-",,"-","CALIFORNIA",,"20240904469","POINT (-121.49086 38.57944)"
"CALIFORNIA","2024","9","Measles, Indigenous",,"-","2","-","2","-",,"-","CALIFORNIA",,"20240904539","POINT (-121.49086 38.57944)"
"CALIFORNIA","2024","9","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","12","-","178","-","381","-","502","-","CALIFORNIA",,"20240906149","POINT (-121.49086 38.57944)"
"CALIFORNIA","2024","10","Campylobacteriosis","131","-","364","-","1,834","-","1,883","-","CALIFORNIA",,"20241001039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","10","Coccidioidomycosis, Confirmed","74","-","301","-","1,785","-","1,442","-","CALIFORNIA",,"20241001529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","10","Coccidioidomycosis, total","74","-","301","-","1,785","-","1,442","-","CALIFORNIA",,"20241001669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","10","Measles, Imported",,"-","1","-",,"-",,"-","CALIFORNIA",,"20241004469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","10","Measles, Indigenous","1","-","2","-","3","-",,"-","CALIFORNIA",,"20241004539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","10","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","9","-","178","-","424","-","555","-","CALIFORNIA",,"20241006149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","11","Campylobacteriosis","132","-","365","-","2,019","-","2,047","-","CALIFORNIA",,"20241101039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","11","Coccidioidomycosis, Confirmed","48","-","302","-","1,917","-","1,594","-","CALIFORNIA",,"20241101529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","11","Coccidioidomycosis, total","48","-","302","-","1,917","-","1,594","-","CALIFORNIA",,"20241101669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","11","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20241104469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","11","Measles, Indigenous","1","-","2","-","4","-",,"-","CALIFORNIA",,"20241104539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","11","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","16","-","178","-","468","-","605","-","CALIFORNIA",,"20241106149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","12","Campylobacteriosis","127","-","364","-","2,180","-","2,261","-","CALIFORNIA",,"20241201039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","12","Coccidioidomycosis, Confirmed","50","-","308","-","2,157","-","1,724","-","CALIFORNIA",,"20241201529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","12","Coccidioidomycosis, total","50","-","308","-","2,157","-","1,724","-","CALIFORNIA",,"20241201669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","12","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20241204469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","12","Measles, Indigenous","1","-","2","-","5","-",,"-","CALIFORNIA",,"20241204539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","12","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","13","-","178","-","534","-","656","-","CALIFORNIA",,"20241206149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","13","Campylobacteriosis","127","-","364","-","2,342","-","2,447","-","CALIFORNIA",,"20241301039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","13","Coccidioidomycosis, Confirmed","22","-","311","-","2,283","-","1,849","-","CALIFORNIA",,"20241301529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","13","Coccidioidomycosis, total","22","-","311","-","2,283","-","1,849","-","CALIFORNIA",,"20241301669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","13","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20241304469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","13","Measles, Indigenous",,"-","2","-","4","-",,"-","CALIFORNIA",,"20241304539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","13","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","9","-","178","-","569","-","712","-","CALIFORNIA",,"20241306149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","14","Campylobacteriosis","167","-","364","-","2,585","-","2,665","-","CALIFORNIA",,"20241401039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","14","Coccidioidomycosis, Confirmed","27","-","314","-","2,437","-","1,979","-","CALIFORNIA",,"20241401529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","14","Coccidioidomycosis, total","27","-","314","-","2,437","-","1,979","-","CALIFORNIA",,"20241401669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","14","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20241404469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","14","Measles, Indigenous",,"-","2","-","5","-",,"-","CALIFORNIA",,"20241404539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","14","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","16","-","178","-","654","-","764","-","CALIFORNIA",,"20241406149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","15","Campylobacteriosis","155","-","365","-","2,789","-","2,894","-","CALIFORNIA",,"20241501039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","15","Coccidioidomycosis, Confirmed","54","-","328","-","2,645","-","2,114","-","CALIFORNIA",,"20241501529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","15","Coccidioidomycosis, total","54","-","328","-","2,645","-","2,114","-","CALIFORNIA",,"20241501669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","15","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20241504469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","15","Measles, Indigenous",,"-","2","-","5","-",,"-","CALIFORNIA",,"20241504539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","15","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","14","-","190","-","720","-","812","-","CALIFORNIA",,"20241506149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","16","Campylobacteriosis","140","-","365","-","2,963","-","3,111","-","CALIFORNIA",,"20241601039","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","16","Coccidioidomycosis, Confirmed","32","-","353","-","3,028","-","2,246","-","CALIFORNIA",,"20241601529","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","16","Coccidioidomycosis, total","32","-","353","-","3,028","-","2,246","-","CALIFORNIA",,"20241601669","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","16","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20241604469","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","16","Measles, Indigenous",,"-","2","-","5","-",,"-","CALIFORNIA",,"20241604539","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","16","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)","18","-","191","-","796","-","890","-","CALIFORNIA",,"20241606149","POINT (-119.27023 36.374105693)"
"CALIFORNIA","2024","17","Campylobacteriosis","134","-","365","-","3,151","-","3,323","-","CALIFORNIA",,"20241701039","POINT (-121.49086 38.57944)"
"CALIFORNIA","2024","17","Coccidioidomycosis, Confirmed","16","-","379","-","3,164","-","2,367","-","CALIFORNIA",,"20241701529","POINT (-121.49086 38.57944)"
"CALIFORNIA","2024","17","Coccidioidomycosis, total","16","-","379","-","3,164","-","2,367","-","CALIFORNIA",,"20241701669","POINT (-121.49086 38.57944)"
"CALIFORNIA","2024","17","Measles, Imported",,"-","1","-","1","-",,"-","CALIFORNIA",,"20241704469","POINT (-121.49086 38.57944)"
"CALIFORNIA","2024","17","Measles, Indigenous",,"-","2","-","5","-",,"-","CALIFORNIA",,"20241704539","POINT (-121.49086 38.57944)"
"CALIFORNIA","2024","17","Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)",,"-","179","-","719","-","959","-","CALIFORNIA",,"20241706149","POINT (-121.49086 38.57944)"
